global_steps,train/loss,eval/loss
0,3.7480657828171426,3.9418975564208973
10,3.38870704543615,3.693604561257735
20,3.08094650183393,3.391003205668024
30,2.8618379582510047,2.9517787063311935
40,2.601822652426811,2.8717798408407063
50,2.302094363328941,2.548712019256139
60,2.1123874101408138,2.30861738503703
70,1.9503368312344647,2.2726677702335614
80,1.8443000110799603,1.9757155025679677
90,1.6107092676657617,2.017850118524432
100,1.5146005817195278,1.6813689808236209
110,1.422181377184989,1.5956546992796036
120,1.3100971141879791,1.5925832764346446
130,1.190581626635873,1.4147457808113705
140,1.122436991456454,1.3641818693337673
150,0.9997429705171039,1.4614037256084572
160,0.9807141874115033,1.2719355312141191
170,0.8695222813540713,1.300470212722547
180,0.8153244707560743,1.434149759299242
190,0.7408538851293902,1.3516079427500268
200,0.7131023316742264,1.4960172514426536
210,0.6776190892025907,1.4530031930279834
220,0.7188779476495752,1.3134886943755044
230,0.7311505906720137,1.573403269080985
240,0.7326639920048039,1.4200706826696181
250,0.7348332290181516,1.3063143654472134
260,0.7401790873893819,1.3421268824697816
270,0.7638758485375725,1.3334657763995363
280,0.7077721705647528,1.2755733078099094
290,0.7655794147871184,1.440099003427402
300,0.6890899246768882,1.415480038749165
310,0.6772480464627573,1.3115386262956853
320,0.7191245321795121,1.3546793619009371
330,0.6787579793067849,1.4802139756647058
340,0.6763171314436403,1.5309797175652656
350,0.7164286944603735,1.4694167444148858
360,0.7647868713875388,1.4131788536154892
370,0.7319342695614977,1.459879404439746
380,0.7692410713389937,1.5230702075427043
390,0.7507061240307642,1.5711806052813318
400,0.6814273627046213,1.5957817477195988
410,0.7465797762902655,1.5978203277808319
420,0.7676421687347956,1.5780940641834613
430,0.7042090070365077,1.5614554196583225
440,0.7515335164489803,1.5941819896666534
450,0.6850408809914192,1.5683357304787354
